Step,v_hf_bsurf,v_hf_bsolv
1298100,8905066400,-8264407500
1298120,-1.72491E+11,-17621854000
1298140,-3438777000,-17749146000
1298160,86585043000,-417797020
1298180,-79144489000,-521173960
1298200,1.40817E+11,20558914000
1298220,-1.15049E+11,-11121506000
1298240,-60838279000,37802614000
1298260,-1977918100,12098297000
1298280,-16091195000,14417936000
1298300,1.48717E+11,28665766000
1298320,-36223882000,8362955700
1298340,-11913866000,-4160703000
1298360,-11664429000,5122236000
1298380,56872943000,8584261100
1298400,91375738000,-18676470000
1298420,-49885415000,2244753700
1298440,65634115000,-4103897900
1298460,-89079265000,19390404000
1298480,-5390382900,-11568181000
1298500,-2767193000,25935878000
1298520,-50275423000,4775719700
1298540,58365097000,26699594000
1298560,-1.05882E+11,-1472854000
1298580,1.21669E+11,1729403900
1298600,-14901539000,-12602874000
1298620,-15105811000,6795509700
1298640,19562778000,24188776000
1298660,-2275538200,34066196000
1298680,-7599637000,-7801148400
1298700,-1.45574E+11,5009716400
1298720,98319675000,9935737500
1298740,24778251000,12831552000
1298760,-1.08507E+11,-3913183500
1298780,76334940000,-1688265300
1298800,-45351551000,-32874345000
1298820,-4690344600,23607736000
1298840,82908943000,41275961000
1298860,-36325705000,9838656900
1298880,63261788000,29208068000
1298900,-2.17364E+11,4132351900
1298920,97421670000,-44922684000
1298940,-16514471000,-30413312000
1298960,-49437630000,-17751487000
1298980,85114830000,-6337450300
1299000,-69692412000,2544790700
1299020,69637003000,-25744784000
1299040,-1.12024E+11,3346597600
1299060,98611597000,-13510586000
1299080,-42101528000,42470830000
1299100,-100314970,3263850500
1299120,63430218000,32722079000
1299140,-12892019000,-6337747600
1299160,-42144114000,38171822000
1299180,-22926045000,24460352000
1299200,19381050000,10579105000
1299220,-93930264000,11403875000
1299240,3655595600,-7932689200
1299260,4855759800,4846734900
1299280,-48692454000,-32944716000
1299300,1.40122E+11,3691087200
1299320,-1.17248E+11,-19454328000
1299340,14861744000,1319651800
1299360,-22214985000,12718341000
1299380,-81298284000,-12080014000
1299400,52875718000,9906568000
1299420,36088495000,29341684000
1299440,-41316502000,4179368200
1299460,-44709025000,1140315400
1299480,-44654976000,-3939422100
1299500,1.31686E+11,-12450346000
1299520,-12612223000,-38860281000
1299540,-61831865000,-32715087000
1299560,-1.05253E+11,-9307367700
1299580,39840854000,-12619536000
1299600,1.58711E+11,-11263139000
1299620,-92866621000,-23702794000
1299640,64386111000,33463210000
1299660,-57986907000,1810907700
1299680,-12472193000,19245617000
1299700,-40832594000,29071159000
1299720,2598611500,155149550
1299740,40981465000,-13813427000
1299760,-97731565000,32924780000
1299780,25699997000,-13552360000
1299800,34971029000,-39063468000
1299820,-36317699000,610627970
1299840,1.12648E+11,-23758700000
1299860,-11058601000,8705175100
1299880,21660902000,20003135000
1299900,-1167050700,-63382982000
1299920,23176933000,-8317444500
1299940,-1125401000,-7418110500
1299960,-15362073000,16219977000
1299980,4880896900,33720478000
1300000,-2789914000,26486957000
1300020,-33394019000,6965765100
1300040,1.28821E+11,24567099000
1300060,2130753200,23763409000
1300080,42812081000,-483834690
1300100,-93364754000,-28546080000
1300120,3192636700,-1222595900
1300140,-70344835000,-6241611300
1300160,1.07143E+11,14800224000
1300180,-1906062700,-15294455000
1300200,25104668000,-2414127200
1300220,-6870361000,-15854354000
1300240,-1.10095E+11,1783053300
1300260,1.07022E+11,49631739000
1300280,14595456000,-10342143000
1300300,-6587656500,-16566691000
1300320,9977268200,-32829039000
1300340,-3587382200,19653070000
1300360,-25525160000,-11565545000
1300380,-44308849000,-1627931900
1300400,37567522000,47186832
1300420,26728824000,13737729000
1300440,39847795000,-14462787000
1300460,-35919982000,-16198255000
1300480,-94849269000,-37815273000
1300500,21945715000,-16521172000
1300520,-3069693000,10611139000
1300540,-29593226000,13624960000
1300560,1130620800,17991663000
1300580,-44570244000,11406471000
1300600,1.75014E+11,24645181000
1300620,-1.17819E+11,16360788000
1300640,81496921000,38909886000
1300660,-62978139000,21688923000
1300680,3594454600,6168039600
1300700,-53078695000,29001331000
1300720,7611554800,-27529197000
1300740,1.35407E+11,4920072100
1300760,-74598355000,13580069000
1300780,-1.12031E+11,-20338885000
1300800,27648732000,31106981000
1300820,-7033626800,-203826970
1300840,66685232000,-4093938500
1300860,-2821643000,17211861000
1300880,56916966000,6291415900
1300900,-31691880000,-63473467000
1300920,-6227383900,-40604331000
1300940,74758587000,-61438772000
1300960,-2016655300,988444100
1300980,-18129190000,-3509123800
1301000,-30613738000,5379526500
1301020,-2628267400,12598120000
1301040,-1944018900,-20879288000
1301060,23868159000,1239415800
1301080,85760266000,3909716200
1301100,-1.34056E+11,-45558494000
1301120,3805777800,-24719434000
1301140,85358481000,-52490106000
1301160,-33098122000,12328963000
1301180,57281793000,-31921512000
1301200,-53268204000,14391510000
1301220,-23506379000,-6023751800
1301240,-8730457400,6033380800
1301260,-2960018700,-23261090000
1301280,26059125000,13548240000
1301300,-56993492000,-22185967000
1301320,-32650833000,-26200439000
1301340,-94891832000,10572869000
1301360,1.49256E+11,20075664000
1301380,-3409473600,4963453500
1301400,-26746797000,11902095000
1301420,-15883982000,-31322185000
1301440,-23396928000,-4894712300
1301460,56252574000,40364386000
1301480,5238680400,11880934000
1301500,43585974000,28596161000
1301520,31109570000,4962229000
1301540,15896673000,1617673300
1301560,-151320480,-18282840000
1301580,-2857175100,-23981865000
1301600,64792961000,-24941549000
1301620,-44747941000,-23568804000
1301640,-36646761000,-4931882100
1301660,9358150200,-40378144000
1301680,-60103965000,-24854692000
1301700,52489765000,-21166105000
1301720,25279170000,-28515743000
1301740,47999680000,-6883487500
1301760,-28245286000,-17151031000
1301780,-72762728000,-13921427000
1301800,-8848512700,-6477837600
1301820,78137067000,13006098000
1301840,8921045700,21134211000
1301860,-32073078000,25062073000
1301880,4510695200,20370776000
1301900,-7970060600,3823272200
1301920,-47448740000,-2789197000
1301940,85765945000,11922643000
1301960,-84387605000,11154514000
1301980,69964918000,13467647000
1302000,-395476970,4892576000
1302020,-98552392000,2157715300
1302040,1.31832E+11,-1336496000
1302060,-1.22574E+11,38236651000
1302080,85723931000,28251858000
1302100,-16376774000,54488970000
1302120,-67695077000,8460692000
1302140,78702706000,38366491000
1302160,-37032299000,-655502980
1302180,9749319100,-5624501500
1302200,-4522070100,-35821107000
1302220,-32975029000,-13349480000
1302240,5822169500,-53310225000
1302260,-52685649000,15453118000
1302280,-2440505200,-25424859000
1302300,-38613633000,-7641838000
1302320,-36729479000,-15840764000
1302340,24602183000,7379280700
1302360,-5606384900,-25783256000
1302380,6930826500,18437610000
1302400,-34136577000,-5354633900
1302420,26008943000,-6300464700
1302440,-61478621000,17298742000
1302460,32688188000,-2207020600
1302480,-3722351200,-15994391000
1302500,23100957000,1848502700
1302520,27579084000,-6110314200
1302540,39176233000,7430138300
1302560,-91364501000,-22128070000
1302580,63840038000,8772954400
1302600,83233875000,-24454009000
1302620,-97063931000,4269796400
1302640,49682576000,-11272207000
1302660,-37760141000,-30851272000
1302680,51770168000,16104836000
1302700,3422455500,25332288000
1302720,28030575000,-19298655000
1302740,18417589000,22684446000
1302760,90832653000,-32632985000
1302780,-45690224000,3916693900
1302800,7769320700,-16132220000
1302820,-67759051000,-14010047000
1302840,62115292000,-1137119400
1302860,83879912000,-4929908500
1302880,-29286848000,-233253090
1302900,-46265322000,12020002000
1302920,34251041000,6014832700
1302940,48706957000,36303826000
1302960,-32827026000,-32985063000
1302980,18348506000,18861300000
1303000,-9672098100,-29260343000
1303020,-34120352000,6051346100
1303040,-39405424000,27728413000
1303060,6492379900,-2197139600
1303080,4720727600,-3198221200
1303100,-36566540000,-21184817000
1303120,63069561000,-24836104000
1303140,-1.31699E+11,8340266500
1303160,34738671000,-8374224100
1303180,84057118000,-12345125000
1303200,53129482000,-6321648100
1303220,39686186000,3076493300
1303240,-47568117000,-13218479000
1303260,-48006317000,-12006442000
1303280,51673289000,273560000
1303300,25255460000,-34042895000
1303320,27329247000,-24851024000
1303340,8031354400,3093436200
1303360,3340102200,-37825407000
1303380,12996501000,-19996495000
1303400,67205056000,-2193666200
1303420,-46094292000,-17135131000
1303440,69510715000,-24016176000
1303460,-8502697300,-8076665100
1303480,54461183000,-31760155000
1303500,24108586000,25232889000
1303520,-49852296000,19720069000
1303540,49067458000,13955465000
1303560,-26260362000,49395347000
1303580,-81211569000,21379638000
1303600,5591566000,18908683000
1303620,-5862289000,40666880000
1303640,8984465300,-8678498500
1303660,-23590326000,-21877974000
1303680,29315774000,-6250359300
1303700,-44756390000,-3983186300
1303720,-4745755000,-11209646000
1303740,28029192000,21869540000
1303760,-45364933000,-17236011000
1303780,99625812000,24471762000
1303800,-37938150000,-10353386000
1303820,84855304000,-10096958000
1303840,-11909675000,-52940333000
1303860,-6636970400,3764140800
1303880,-60622650000,-15628430000
1303900,-86541526000,-14467660000
1303920,1.86508E+11,-20678884000
1303940,-75812994000,2467741800
1303960,-2095064000,6505925000
1303980,90837592000,862653410
1304000,-50670050000,11890142000
1304020,42410001000,50497547000
1304040,4803042300,-2895407100
1304060,61984867000,21596994000
1304080,-38751126000,-15794296000
1304100,-15217312000,-10299836000
1304120,10991204000,-18068039000
1304140,-1.00045E+11,45788761000
1304160,76790314000,30996854000
1304180,-15812393000,-15394000000
1304200,6267163900,10135470000
1304220,-23538760000,-31534837000
1304240,-52425203000,14256044000
1304260,94206027000,2821551200
1304280,-1.37236E+11,-28700064000
1304300,30438871000,36055956000
1304320,2224080400,12524646000
1304340,65713447000,-14104744000
1304360,-17994342000,28905773000
1304380,-23124251000,20012744000
1304400,50982422000,-5807983100
1304420,-1.03122E+11,-12168779000
1304440,27455149000,3479225700
1304460,5953578600,-31158365000
1304480,-51337873000,-43125500000
1304500,57051039000,9162097300
1304520,-48374389000,29712309000
1304540,5228222700,6620744900
1304560,-71436957000,18296216000
1304580,-31438601000,-234102950
1304600,52879898000,19479970000
1304620,-11051386000,16731900000
1304640,40118801000,6892001300
1304660,-67587495000,2123164700
1304680,72059123000,8086942200
1304700,-27241525000,-607907700
1304720,-56459447000,-5649167600
1304740,86646243000,3528448500
1304760,-35560846000,15942140000
1304780,22266099000,5046405800
1304800,1.09508E+11,-11216705000
1304820,-18547556000,4272292400
1304840,60359545000,-23164772000
1304860,-8364251700,-7375538200
1304880,-24661960000,-9638647600
1304900,-17029788000,-19323109000
1304920,29120767000,2429176600
1304940,-22769409000,-24286313000
1304960,-8967069600,8328765900
1304980,1.10918E+11,-32650141000
1305000,-91613135000,-756818960
1305020,21528596000,-29017702000
1305040,-73232718000,6326622900
1305060,-1493330300,-16228050000
1305080,-822498880,-15507736000
1305100,4045120300,4476278700
1305120,-36713855000,37156928000
1305140,9688476000,-10185775000
1305160,17337671000,40684271000
1305180,-49252869000,10024170000
1305200,-83519409000,-10467131000
1305220,1.08701E+11,-4229371500
1305240,-73638934000,13984826000
1305260,1.18516E+11,21583021000
1305280,-78203224000,17778076000
1305300,10997727000,-24483092000
1305320,-15524397000,-1341595800
1305340,-71090376000,12591945000
1305360,99750124000,33336232000
1305380,94040612000,-34195567000
1305400,-4677707600,11683936000
1305420,-84792025000,-17255225000
1305440,19538198000,-8566578000
1305460,26267365000,4350031700
1305480,15322854000,-13818452000
1305500,97075313000,1002012600
1305520,-47212417000,5952055600
1305540,97178348000,-29254456000
1305560,-28427857000,-525089070
1305580,-83781349000,-19794244000
1305600,1.15861E+11,1750992600
1305620,-72402553000,-6377168800
1305640,-53732488000,18260202000
1305660,42047952000,-23635559000
1305680,-27185037000,-42819478000
1305700,46503404000,41481235000
1305720,49460488000,-63887219000
1305740,12551653000,-5988208900
1305760,-69682765000,-8571024600
1305780,94994697000,2783518100
1305800,-86561677000,31957517000
1305820,93976226000,27186880000
1305840,52411405000,-17188289000
1305860,-1.51699E+11,-12040548000
1305880,74130149000,-17062274000
1305900,-31968856000,17428697000
1305920,46333457,4235166300
1305940,8147639600,31477295000
1305960,-70800580000,-19126993000
1305980,51191348000,-4630118800
1306000,-12421926000,3747384600
1306020,-38779344000,9689339100
1306040,-27618072000,43371376000
1306060,68189161000,1666311900
1306080,-617291440,7699621100
1306100,-53317705000,-11488091000
1306120,-8714430600,3557103600
1306140,-22325247000,-7337811200
1306160,1.59468E+11,9417209700
1306180,-1.22297E+11,19961613000
1306200,13169630000,54227261000
1306220,7177357200,14409213000
1306240,-3063309100,22575954000
1306260,60570688000,5213628000
1306280,35616223000,-18551874000
1306300,49542565000,34203573000
1306320,-27650264000,-10484318000
1306340,-825443860,17550119000
1306360,74368224000,-5739950800
1306380,-1.03977E+11,-2665933400
1306400,63942247000,-7497803700
1306420,-65724945000,11931327000
1306440,17460890000,-12319818000
1306460,53850244000,-41102932000
1306480,-13155720000,-11506552000
1306500,-19988926000,-23018661000
1306520,-60139316000,21310627000
1306540,1.33512E+11,-12303023000
1306560,-84443198000,-786287650
1306580,79927116000,17786439000
1306600,38670898000,30810597000
1306620,-60485465000,-19863715000
1306640,18260562000,-24425571000
1306660,-1.96955E+11,-26430313000
1306680,1.07748E+11,-28802060000
1306700,-46576352000,-4064897500
1306720,12958732000,-4998897500
1306740,-44084972000,-1907462200
1306760,-8215868300,-26964536000
1306780,46957748000,24672227000
1306800,-56491520000,-32304941000
1306820,45248740000,5632785900
1306840,19853778000,-10227535000
1306860,432362170,-35091587000
1306880,84397783000,7630874600
1306900,-803537390,35526091000
1306920,-3307347500,-10263993000
1306940,-43414936000,6694920300
1306960,8289402900,1585780900
1306980,-35384696000,31205841000
1307000,-15013401000,4226040900
1307020,68256010000,21054170000
1307040,-1.09375E+11,-18334712000
1307060,1.00529E+11,-9632728300
1307080,-60945177000,-27480493000
1307100,17499624000,-141768910
1307120,71530072000,-661764200
1307140,-62725343000,-12818990000
1307160,-20456948000,11527806000
1307180,-22031710000,-1839547100
1307200,41912074000,14082288000
1307220,-79304088000,9874632600
1307240,38749891000,-3689832800
1307260,-67779603000,5013904000
1307280,-19416241000,-5863290300
1307300,1.15734E+11,38593968000
1307320,-62789553000,2406258100
1307340,1.04899E+11,30040357000
1307360,-1.15981E+11,-16666216000
1307380,-7799386700,-13798674000
1307400,51563154000,-21554312000
1307420,-62498377000,-8144200200
1307440,1.48377E+11,1392942800
1307460,-91704080000,21015172000
1307480,1964728000,-31451472000
1307500,-41103817000,8609521200
1307520,-26985781000,-25444013000
1307540,-71150668000,46436720000
1307560,-61780915000,-31666264000
1307580,69410801000,6935202200
1307600,-90984566000,374882960
1307620,82832252000,-4692073200
1307640,10655752000,-3846752600
1307660,21273050000,-47746825000
1307680,1.01954E+11,467934860
1307700,-40470408000,6166737700
1307720,67860043000,-33740934000
1307740,-79009631000,-18099428000
1307760,5640977800,11101235000
1307780,1.29371E+11,-24123533000
1307800,-1.01532E+11,7213483400
1307820,43324937000,22514323000
1307840,-53101381000,40749171000
1307860,45653429000,40269248000
1307880,52848996000,69533552000
1307900,-8938952900,-17785249000
1307920,13572369000,-2665500400
1307940,-1.2149E+11,-21226913000
1307960,41301510000,42460745000
1307980,-63773969000,6849896400
1308000,15732609000,13528604000
1308020,37210076000,18503829000
1308040,-14881432000,-8328618500
1308060,-17641789000,756148000
1308080,-18311935000,-15658845000
1308100,1.13964E+11,-20837837000
1308120,-1.08183E+11,-10332200000
1308140,5492540400,-8650135000
1308160,10241029000,24357304000
1308180,-79989828000,-11559860000
1308200,1.47993E+11,-11465072000
1308220,-1.00563E+11,-35153977000
1308240,1.01259E+11,-22896911000
1308260,-9405546000,-8586977600
1308280,54379243000,20194031000
1308300,-22142454000,20170388000
1308320,-17854445000,-5815847000
1308340,30847772000,-13452675000
1308360,-84981345000,-35789222000
1308380,-41109686000,3562053700
1308400,64388773000,5778766300
1308420,-40973468000,14132376000
1308440,94357490000,-10591653000
1308460,-19568251000,35847155000
1308480,25781047000,44179837000
1308500,2809957100,36996080000
1308520,43339980000,17729914000
1308540,53115826000,-17179062000
1308560,-66405569000,-5726369200
1308580,89341172000,-62231492000
1308600,-49246920000,-21889554000
1308620,32717323000,-722603300
1308640,-28228930000,8424050500
1308660,-1.2688E+11,-26850767000
1308680,35612157000,7625638800
1308700,-1.16618E+11,2260118800
1308720,23386901000,6242544000
1308740,-257955230,35045270000
1308760,92963729000,-5785629200
1308780,36751636000,-7383839500
1308800,-76190650000,-22611602000
1308820,6060417300,-24167981000
1308840,-932943860,11598259000
1308860,64785367000,-538299730
1308880,-25328064000,-4408256600
1308900,-32211674000,-16137702000
1308920,24635441000,-1420015500
1308940,-1.33541E+11,-6158478800
1308960,1.45961E+11,-35973288000
1308980,-83245491000,-25936855000
1309000,-11983069000,26128306000
1309020,-38271538000,-38345502000
1309040,63892639000,20043494000
1309060,73355467000,28196167000
1309080,-84834206000,-9762900800
1309100,-42147126000,-1136793200
1309120,-44593955000,5428839000
1309140,-11131569000,-754658400
1309160,35361643000,-13100789000
1309180,2121697700,-36712323000
1309200,68136415000,-9115850200
1309220,-1.29595E+11,2776916500
1309240,17368253000,3156223400
1309260,-1729305100,21990935000
1309280,-31005106000,-1956740600
1309300,79265315000,29046388000
1309320,-1.1299E+11,2749555300
1309340,52003389000,11676725000
1309360,-39902155000,-9413762500
1309380,7051110700,-10159842000
1309400,-11727093000,-57004996000
1309420,-8025253900,-41568920000
1309440,74353412000,-65431513000
1309460,-1.85372E+11,-18639404000
1309480,1.45424E+11,1751849600
1309500,-3377986500,8121219700
1309520,20068521000,36064773000
1309540,-63510117000,-11261796000
1309560,-64704792000,-7632155500
1309580,-4919634600,8977200300
1309600,-51709161000,-3254832500
1309620,51482890000,18334868000
1309640,18119610000,6491309600
1309660,-84590390000,-28714784000
1309680,1.10332E+11,-34627489000
1309700,-92259622000,-30627035000
1309720,1.22694E+11,-6151272700
1309740,-11861635000,-157273510
1309760,17705991000,-5763320900
1309780,53625451000,32407419000
1309800,-1.60947E+11,-15609495000
1309820,1.15718E+11,-14534075000
1309840,-20046245000,3968558000
1309860,-85929371000,11668646000
1309880,-22105768000,3138923100
1309900,54439465000,-9910932800
1309920,55085365000,2049464400
1309940,-65797677000,22906956000
1309960,13370929000,-7981648300
1309980,-72064578000,12759613000
1310000,-39658382000,-19788120000
1310020,73193522000,44603743000
1310040,-58055315000,-1488461400
1310060,1.26908E+11,1380892800
1310080,-1.18746E+11,6079528000
1310100,35618236000,15457225000
1310120,46004263000,-11060077000
1310140,-3699006000,35363393000
1310160,19332743000,-17140863000
1310180,-1.29709E+11,16361531000
1310200,1.31961E+11,-48373165000
1310220,100580650,27319470000
1310240,-49040833000,-18927689000
1310260,74959719000,16057057000
1310280,-92962005000,-5470957400
1310300,58992393000,9837345200
1310320,-68397813000,-33424915000
1310340,5427364900,-9226083400
1310360,1.08037E+11,-37732872000
1310380,-48133685000,-11732290000
1310400,43350885000,-16154369000
1310420,-1.84013E+11,45728843000
1310440,18072269000,-7895369600
1310460,40087780000,23143730000
1310480,24994062000,10814383000
1310500,67328331000,762420570
1310520,-82255587000,14150113000
1310540,51088646000,20253758000
1310560,-1.16913E+11,-8472836700
1310580,1.09687E+11,3379384500
1310600,-81883038000,-17737123000
1310620,3601687700,42806899000
1310640,1.05618E+11,-3961302200
1310660,-73341466000,19938111000
1310680,63151850000,-3344605300
1310700,74716671000,-9122516800
1310720,-58179057000,-4931840000
1310740,58194439000,6641839800
1310760,-85654144000,-5241188300
1310780,39822504000,20909981000
1310800,-52477550000,10038033000
1310820,1.18682E+11,21084048000
1310840,-75488788000,5412353100
1310860,55216581000,-28036688000
1310880,-88230588000,374414040
1310900,-5741917200,12753562000
1310920,57025762000,-10864392000
1310940,50960159000,-24864979000
1310960,88294013000,20290513000
1310980,-1.464E+11,24441519000
1311000,-69508501000,-52822225000
1311020,76230605000,-14169136000
1311040,-66400796000,-62728454000
1311060,1.17927E+11,-9235425800
1311080,-1.28869E+11,-32327933000
1311100,18706399000,43815626000
1311120,21766387000,24402435000
1311140,-1.22862E+11,51992046000
1311160,1.82668E+11,4191974300
1311180,-39257109000,-35224417000
1311200,1.19695E+11,-42775299000
1311220,-1.58666E+11,-2999587200
1311240,54528265000,-27347723000
1311260,1.43826E+11,11185522000
1311280,-1.77112E+11,-5517019000
1311300,1.55293E+11,13314921000
1311320,-68680094000,25403575000
1311340,-86826721000,29580251000
1311360,1.22593E+11,49321873000
1311380,-71260852000,42104724000
1311400,94194811000,41259446000
1311420,-96847118000,21076311000
1311440,-8195613600,6972438500
1311460,-40015031000,-25096956000
1311480,-65152720000,-23135374000
1311500,1.38109E+11,-6734760500
1311520,-1.20897E+11,-10424781000
1311540,1.70638E+11,-30375696000
1311560,531421680,-23701338000
1311580,18427999000,-22016297000
1311600,44525425000,-15965438000
1311620,-1.20816E+11,-13500675000
1311640,1.50377E+11,-7451856300
1311660,-1.21719E+11,459561140
1311680,24176052000,2824406400
1311700,-20456043000,13833516000
1311720,-51129588000,9658735600
1311740,67939137000,-13409774000
1311760,-1.10064E+11,-13160096000
1311780,95450734000,19653518000
1311800,-1.19366E+11,19944478000
1311820,87503663000,-21063574000
1311840,989731770,-6190157700
1311860,-1.35058E+11,-5627027900
1311880,1.79158E+11,21064510000
1311900,-1.12503E+11,1734052500
1311920,99903099000,-19032785000
1311940,-52424722000,-13151156000
1311960,-1.09852E+11,-8591982000
1311980,1.09379E+11,8060748700
1312000,-1.23601E+11,1016487800
1312020,1.51335E+11,-25128683000
1312040,-1.23889E+11,-15503782000
1312060,1.40101E+11,8899435900
1312080,-49479092000,-36102942000
1312100,-1.19393E+11,17349690000
1312120,1.94942E+11,-27015526000
1312140,-2.71302E+11,2020469700
1312160,2.08583E+11,-12348866000
1312180,-65494206000,-18049125000
1312200,48690816000,3112984400
1312220,36813875000,-5477612500
1312240,-1.31475E+11,26754303000
1312260,1.4564E+11,19269871000
1312280,-1.7823E+11,19400657000
1312300,1.01334E+11,20706102000
1312320,-9581323200,1671877400
1312340,-55306563000,-10897745000
1312360,1.8672E+11,-10344631000
1312380,-2.21021E+11,20646273000
1312400,2.03548E+11,-22432616000
1312420,-1.4449E+11,-3471820100
1312440,39012221000,-4230621000
1312460,17386086000,-21227834000
1312480,-74673201000,40009416000
1312500,1.59072E+11,-17337783000
1312520,-2.19438E+11,679467110
1312540,47437688000,-16981757000
1312560,8400766800,-2591245600
1312580,51273103000,-11643050000
1312600,-443023970,-27937595000
1312620,-54614145000,14472368000
1312640,46407531000,-21820824000
1312660,-95459584000,-3319015000
1312680,1.2981E+11,4952804300
1312700,-14514418000,8429832500
1312720,-19238153000,-1251020100
1312740,97394853000,-10402286000
1312760,-1.43383E+11,-32898456000
1312780,1.18724E+11,-3982224800
1312800,-1.57873E+11,-9016178800
1312820,1.34198E+11,-12328690000
1312840,88032233000,-12762651000
1312860,-1.55814E+11,1774464000
1312880,1.74164E+11,10239597000
1312900,-75482705000,3388282300
1312920,1.12785E+11,-19426719000
1312940,-1.25601E+11,-20513290000
1312960,-94081362000,-19904725000
1312980,1.94004E+11,-45224849000
1313000,-2.07743E+11,-28142890000
1313020,1.7214E+11,-16723837000
1313040,-1.09321E+11,-121710880
1313060,65861667000,-10413262000
1313080,73966654000,-4857510200
1313100,-2.18074E+11,4787723100
1313120,1.10199E+11,13033854000
1313140,-1.11045E+11,18079388000
1313160,1.20602E+11,3357304500
1313180,-58873994000,6144062500
1313200,-77522482000,7827356400
1313220,1.47337E+11,16521447000
1313240,-1.05219E+11,31614784000
1313260,1.353E+11,13712050000
1313280,-92694105000,484083670
1313300,-81792415000,39225156
1313320,65027718000,16036673000
1313340,-1.95411E+11,63307537000
1313360,78370818000,39808865000
1313380,-68556226000,37066293000
1313400,75738840000,45940469000
1313420,-25248910000,4984667200
1313440,-63870870000,21763550000
1313460,1.76521E+11,-19078709000
1313480,-1.63442E+11,16759917000
1313500,1.01682E+11,-16931255000
1313520,11840088000,39719008000
1313540,26349761000,-2353620900
1313560,5691801000,31499333000
1313580,-1.24761E+11,30869054000
1313600,2.58448E+11,7440637400
1313620,-1.06646E+11,12545310000
1313640,29725181000,-17293888000
1313660,-88739205000,-385651300
1313680,13208557000,-13894846000
1313700,1.81781E+11,-1964912400
1313720,-1.01574E+11,-12160179000
1313740,99603851000,15995458000
1313760,-1.52616E+11,-49038365000
1313780,-3378484300,-31756067000
1313800,47804279000,-8319808600
1313820,-60288552000,2821242100
1313840,1.65009E+11,8564342400
1313860,-1.46316E+11,-10265580000
1313880,-45090407000,7843979100
1313900,-18960760000,-2083650800
1313920,5921580700,28623215000
1313940,1.06969E+11,28072265000
1313960,-1.76382E+11,-2323686200
1313980,1.37382E+11,-7807952500
1314000,-26087784000,-30360977000
1314020,-55675864000,-1104713800
1314040,13320939000,-9890023300
1314060,-71798134000,-44330249000
1314080,1.14099E+11,-27562548000
1314100,-1.34896E+11,-19937732000
1314120,2.33332E+11,-6231059700
1314140,-89114923000,-1428584900
1314160,-58594001000,-11748183000
1314180,1.11422E+11,12130908000
1314200,-85751150000,-24530193000
1314220,70134142000,-20486699
1314240,-1.64215E+11,-10496633000
1314260,6435469100,-19308370000
1314280,84600309000,33422188000
1314300,-77321161000,-50042614000
1314320,1.36756E+11,-28690056000
1314340,-2.66998E+11,-6083300800
1314360,1.35334E+11,35734894000
1314380,-19557520000,36373626000
1314400,1.08945E+11,-3616591600
1314420,10699337000,7896132000
1314440,-1.02364E+11,-32570895000
1314460,2.28931E+11,26662241000
1314480,-1.77637E+11,-3125888200
1314500,33909376000,-10494278000
1314520,21589861000,6181403700
1314540,-1.24414E+11,8514594600
1314560,1.36987E+11,25144505000
1314580,-35717050000,41779644000
1314600,23178883000,-10848157000
1314620,-41676951000,-8192905200
1314640,12253862000,-58590943000
1314660,1.01401E+11,-48666937000
1314680,-1.45902E+11,-7724509700
1314700,1.02027E+11,-21210139000
1314720,-1.37238E+11,23414779000
1314740,1.18442E+11,-6541862800
1314760,-41749154000,15721295000
1314780,-66686402000,-33430327000
1314800,2.11755E+11,43886152000
1314820,-1.71436E+11,45368466000
1314840,1.08744E+11,10523314000
1314860,-37021793000,7563015100
1314880,1.32287E+11,2004027900
1314900,-11951135000,26634347000
1314920,-86566777000,-20381188000
1314940,1.40318E+11,16639794000
1314960,-82420633000,-15205199000
1314980,79750481000,18293381000
1315000,-69425253000,-7756952900
1315020,-1049784200,-18350186000
1315040,6865534900,-12742178000
1315060,-94619127000,39144082000
1315080,1.21837E+11,-19960264000
1315100,-1.11474E+11,24284511000
1315120,11530288000,19880136000
1315140,11179661000,12983243000
1315160,-1.15313E+11,21428957000
1315180,1.48658E+11,45829361000
1315200,-1.59007E+11,-28401899000
1315220,66912416000,26154773000
1315240,-53341534000,-44808731000
1315260,50133644000,-23127354000
1315280,1.09162E+11,3004868700
1315300,-1.87232E+11,-22571591000
1315320,1.08906E+11,26429428000
1315340,-1.37533E+11,-14576147000
1315360,1.5791E+11,-29016856000
1315380,60563426000,7522538200
1315400,-46442048000,13783587000
1315420,52041462000,-23484482000
1315440,-1.46924E+11,11577363000
1315460,99809427000,-7411628200
1315480,-26763972000,-16191844000
1315500,-40523371000,25857711000
1315520,1.24772E+11,3845065300
1315540,-1.02379E+11,-11267988000
1315560,1.34394E+11,-7736064600
1315580,-1.25473E+11,19146673000
1315600,1.01832E+11,-13295362000
1315620,-69434168000,-30681913000
1315640,-58504817000,-14362260000
1315660,1.52347E+11,7218842
1315680,-1.39685E+11,35174956000
1315700,1.64701E+11,43108868000
1315720,-62958675000,21514939000
1315740,78443368000,316041000
1315760,-53400106000,-27070425000
1315780,-45177902000,-28188362000
1315800,64089049000,19485447000
1315820,-1.59571E+11,-10109848000
1315840,79452616000,35672531000
1315860,-91738679000,-6791940500
1315880,35463195000,15547768000
1315900,47053319000,16675175000
1315920,-44571884000,9703524100
